ToyCar
id,AUC,pAUC
01,0.8697943722943722,0.6960013670539986
02,0.8981347708894879,0.7688750177330117
03,0.7135633423180593,0.5727620939140303
04,0.933455525606469,0.8026386721520784
Average,0.8537370027770971,0.7100692877132798

