ToyCar
id,AUC,pAUC
01,0.8211580086580087,0.6351674641148326
02,0.8552884097035041,0.7356220740530572
03,0.6943611859838275,0.5795148247978437
04,0.8813477088948787,0.7204709887927366
Average,0.8130388283100547,0.6676938379396176

