ToyCar
id,AUC,pAUC
01,0.8308766233766234,0.6614262930052404
02,0.8687008086253369,0.7763086962689744
03,0.7240107816711591,0.5730458221024259
04,0.8963450134770891,0.7345439069371542
Average,0.829983306787552,0.6863311795784488

