ToyCar
id,AUC,pAUC
01,0.8055844155844156,0.642572339940761
02,0.8495202156334233,0.751454106965527
03,0.7115040431266847,0.5724783657256348
04,0.8757412398921832,0.7080436941410129
Average,0.8105874785591767,0.6686371266932338

