ToyCar
id,AUC,pAUC
01,0.8073809523809524,0.6503189792663477
02,0.8646576819407008,0.7571854163711165
03,0.7106091644204853,0.5670307845084409
04,0.8870727762803234,0.7199035324159455
Average,0.8174301437556155,0.6736096781404627

