ToyCar
id,AUC,pAUC
01,0.8192099567099567,0.6646730462519936
02,0.8488625336927225,0.7365300042559229
03,0.7089595687331536,0.5711164704213364
04,0.8805067385444744,0.7383458646616542
Average,0.8143846994200769,0.6776663463977267

