ToyCar
id,AUC,pAUC
01,0.8176623376623375,0.6571542492595124
02,0.8542857142857144,0.7472549297772734
03,0.7188679245283018,0.5710597247836573
04,0.8782318059299192,0.723478507589729
Average,0.8172619456015683,0.674736852852543

