ToyCar
id,AUC,pAUC
01,0.8318181818181818,0.6728753702437913
02,0.8684959568733154,0.7877713150801533
03,0.6488194070080863,0.5404170804369414
04,0.8856280323450134,0.7323308270676692
Average,0.8086903945111492,0.6833486482071388

