ToyCar
id,AUC,pAUC
01,0.8242424242424242,0.663362952836637
02,0.8594070080862533,0.7489005532699673
03,0.7275687331536388,0.5717974180734856
04,0.882501347708895,0.7277344304156618
Average,0.8234298782978028,0.677948838648938

