ToyCar
id,AUC,pAUC
01,0.8163852813852813,0.6547049441786283
02,0.8419083557951483,0.734430415661796
03,0.6951805929919138,0.5671442757837991
04,0.8607870619946092,0.7155341183146546
Average,0.8035653230417382,0.6679534384847194

