ToyCar
id,AUC,pAUC
01,0.8397186147186146,0.6629642287537025
02,0.8735741239892183,0.7637679103418924
03,0.721477088948787,0.5693006100156051
04,0.9044743935309973,0.7391403035891616
Average,0.8348110552969044,0.6837932631750904

