ToyCar
id,AUC,pAUC
01,0.8233549783549784,0.6469013442697653
02,0.8676765498652291,0.7378918995602214
03,0.7100592991913748,0.5709462335082991
04,0.8889487870619944,0.7154773726769754
Average,0.8225099036183942,0.6678042125038153

