ToyCar
id,AUC,pAUC
01,0.7979004329004329,0.6434267486899066
02,0.8622318059299192,0.7550290821393106
03,0.7125714285714286,0.5733862959285005
04,0.8718706199460917,0.6976592424457371
Average,0.8111435718369681,0.6673753423008637

