ToyCar
id,AUC,pAUC
01,0.8299242424242425,0.6572681704260652
02,0.8661347708894878,0.7678535962547879
03,0.7242048517520215,0.5748049368704781
04,0.8951805929919137,0.7394807774152361
Average,0.8288611145144164,0.6848518702416418

