ToyCar
id,AUC,pAUC
01,0.8077489177489178,0.6181932102984735
02,0.8481617250673854,0.6380763228826785
03,0.6766361185983827,0.5752589019719109
04,0.8907708894878706,0.7147396793871471
Average,0.8058294127256391,0.6365670286350525

