ToyCar
id,AUC,pAUC
01,0.8211147186147185,0.6494645705172022
02,0.8630943396226416,0.7297772733721095
03,0.6950512129380053,0.5601078167115903
04,0.8877304582210243,0.708100439778692
Average,0.8167476823490973,0.6618625250948985

