ToyCar
id,AUC,pAUC
01,0.8288961038961038,0.6671223513328777
02,0.8499083557951482,0.7677401049794297
03,0.6412075471698113,0.5391686764080011
04,0.8704797843665768,0.7200170236913037
Average,0.7976229478069101,0.673512039102903

