ToyCar
id,AUC,pAUC
01,0.8292857142857142,0.6638755980861244
02,0.8806576819407008,0.7154773726769754
03,0.6843234501347708,0.5703220314938289
04,0.9159137466307277,0.7739821251241311
Average,0.8275451482479783,0.6809142818452649

