ToyCar
id,AUC,pAUC
01,0.7745238095238096,0.6074846206425154
02,0.8393854447439354,0.666392396084551
03,0.6606684636118599,0.5498936019293517
04,0.8865013477088949,0.696013618953043
Average,0.790269766397125,0.6299460594023654

