ToyCar
id,AUC,pAUC
01,0.8600649350649351,0.7021531100478469
02,0.8815202156334233,0.8008795573840259
03,0.7376172506738544,0.5881969073627465
04,0.903676549865229,0.7683075613562207
Average,0.8457197378093604,0.71488428403771

