ToyCar
id,AUC,pAUC
01,0.8614718614718614,0.7008999772157667
02,0.9028571428571429,0.8164846077457795
03,0.6998490566037736,0.5731025677401049
04,0.9306846361185984,0.8105263157894737
Average,0.8487156742628441,0.7252533671227811

