ToyCar
id,AUC,pAUC
01,0.8270779220779222,0.661825017088175
02,0.8510835579514826,0.7295502908213931
03,0.7226846361185983,0.5711732160590155
04,0.890878706199461,0.7478223861540645
Average,0.822931205586866,0.677592727530662

