ToyCar
id,AUC,pAUC
01,0.8106060606060606,0.6532239690134427
02,0.8694663072776281,0.7755142573414668
03,0.7172614555256065,0.5734430415661796
04,0.8887439353099731,0.7252376223577812
Average,0.8215194396798171,0.6818547225697176

