ToyCar
id,AUC,pAUC
01,0.8464826839826838,0.7345636819321031
02,0.8597304582210243,0.7727337210951909
03,0.6852830188679245,0.5822953610441197
04,0.8985229110512128,0.7910625620655412
Average,0.8225047680307114,0.7201638315342387

