ToyCar
id,AUC,pAUC
01,0.8239502164502165,0.6611984506721349
02,0.8697035040431268,0.7688182720953327
03,0.7145013477088948,0.5647042133635977
04,0.8901024258760108,0.7376081713718258
Average,0.8245643735195622,0.6830822768757228

