ToyCar
id,AUC,pAUC
01,0.8099891774891774,0.65892002734108
02,0.8423719676549863,0.7342601787487587
03,0.6851859838274932,0.5607320187260605
04,0.8396226415094339,0.6895446162576252
Average,0.7942924426202728,0.660864210268381

