ToyCar
id,AUC,pAUC
01,0.8170021645021645,0.62468671679198
02,0.8807439353099731,0.7385728472123706
03,0.736388140161725,0.5672577670591573
04,0.9146954177897574,0.7473116754149525
Average,0.8372074144409051,0.6694572516196151

