ToyCar
id,AUC,pAUC
01,0.8230194805194805,0.6585782638414217
02,0.8501347708894879,0.7439636827918854
03,0.7034824797843665,0.5642502482621649
04,0.8787061994609165,0.7387998297630869
Average,0.8138357326635628,0.6763980061646397

