ToyCar
id,AUC,pAUC
01,0.7848376623376623,0.5841877420824789
02,0.8365606469002695,0.6056745637679104
03,0.6605390835579514,0.5342885515675982
04,0.8971967654986523,0.7172364874450277
Average,0.7947835395736338,0.6103468362157538

