ToyCar
id,AUC,pAUC
01,0.8722186147186148,0.7166780587833219
02,0.8773584905660379,0.7961696694566605
03,0.7383719676549865,0.5833735281600226
04,0.9059622641509433,0.7801673996311533
Average,0.8484778342726456,0.7190971640077897

