ToyCar
id,AUC,pAUC
01,0.7323917748917749,0.5679539758487127
02,0.736355795148248,0.6262732302454249
03,0.49802695417789755,0.5221449851042701
04,0.6924097035040431,0.5418924670165981
Average,0.6647960569304908,0.5645661645537514

