ToyCar
id,AUC,pAUC
01,0.8304545454545454,0.6601161995898839
02,0.8715471698113209,0.7743793445878848
03,0.728,0.5739537523052916
04,0.9044851752021562,0.7454958150092212
Average,0.8336217226170055,0.6884862778730703

