ToyCar
id,AUC,pAUC
01,0.8308225108225108,0.6598313966735019
02,0.871967654986523,0.7742658533125266
03,0.7238598382749326,0.5710029791459782
04,0.8993530997304583,0.7398212512413108
Average,0.8315007759536062,0.6862303700933294

