ToyCar
id,AUC,pAUC
01,0.8314718614718614,0.6643312827523353
02,0.8648409703504043,0.7692154915590864
03,0.7236010781671159,0.5679954603489856
04,0.8940053908355794,0.7433394807774153
Average,0.8284798252062402,0.6862204288594557

